Experiment,Year,Field#,PlotID,Rotation,Rep,N-Old,Nitro,Pedigree,HYB,Source,Plot#,Range,Row,Root#,PlotiD
2023_Rotational Plots,2023,107,10715,4Year,1,N3,N3,BR64K93,CHECK4,Blue River Hybrid,3195,3,19,1,10715
2023_Rotational Plots,2023,108,10801,4Year,1,N1,N1,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3200,4,3,1,10801
2023_Rotational Plots,2023,108,10802,4Year,1,N1,N1,B73xPHG47,NREC02,2021MOB:1556-61,3199,4,7,1,10802
2023_Rotational Plots,2023,108,10803,4Year,1,N1,N1,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3198,4,11,1,10803
2023_Rotational Plots,2023,108,10804,4Year,1,N1,N1,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3197,4,15,1,10804
2023_Rotational Plots,2023,108,10805,4Year,1,N1,N1,BR64K93,CHECK4,Blue River Hybrid,3196,4,19,1,10805
2023_Rotational Plots,2023,108,10806,4Year,1,N1,N1,B73xPHZ51,NREC03,2021MOB:1564-69,3201,5,3,1,10806
2023_Rotational Plots,2023,108,10807,4Year,1,N1,N1,B73XMo17,NREC01,2021MOB:1548-53,3202,5,7,1,10807
2023_Rotational Plots,2023,108,10808,4Year,1,N1,N1,B73xPH207,NREC04,2021MOB:1572-77,3203,5,11,1,10808
2023_Rotational Plots,2023,108,10809,4Year,1,N1,N1,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3204,5,15,1,10809
2023_Rotational Plots,2023,108,10810,4Year,1,N1,N1,PH5141,CHECK7,Prairie Hyb,3205,5,19,1,10810
2023_Rotational Plots,2023,108,10811,4Year,1,N1,N1,Z031E0047xPH207,NREC12,2021MOB:1636-41,3210,6,3,1,10811
2023_Rotational Plots,2023,108,10812,4Year,1,N1,N1,PH6878,CHECK5,Prairie Hyb,3209,6,7,1,10812
2023_Rotational Plots,2023,108,10813,4Year,1,N1,N1,Z031E0047xMo17,NREC09,2021MOB:1612-17,3208,6,11,1,10813
2023_Rotational Plots,2023,108,10814,4Year,1,N1,N1,Z031E0021xPHZ51,NREC07,2021MOB:1596,3207,6,15,1,10814
2023_Rotational Plots,2023,108,10815,4Year,1,N1,N1,Z031E0021xPH207,NREC08,2021MOB:1604-09,3206,6,19,1,10815
2023_Rotational Plots,2023,109,10901,4Year,1,N2,N2,PH6878,CHECK5,Prairie Hyb,3211,7,3,1,10901
2023_Rotational Plots,2023,109,10902,4Year,1,N2,N2,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3212,7,7,1,10902
2023_Rotational Plots,2023,109,10903,4Year,1,N2,N2,B73xPHG47,NREC02,2021MOB:1556-61,3213,7,11,1,10903
2023_Rotational Plots,2023,109,10904,4Year,1,N2,N2,Z031E0021xPHZ51,NREC07,2021MOB:1596,3214,7,15,1,10904
2023_Rotational Plots,2023,109,10905,4Year,1,N2,N2,Z031E0047xMo17,NREC09,2021MOB:1612-17,3215,7,19,1,10905
2023_Rotational Plots,2023,109,10906,4Year,1,N2,N2,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3220,8,3,1,10906
2023_Rotational Plots,2023,109,10907,4Year,1,N2,N2,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3219,8,7,1,10907
2023_Rotational Plots,2023,109,10908,4Year,1,N2,N2,B73xPH207,NREC04,2021MOB:1572-77,3218,8,11,1,10908
2023_Rotational Plots,2023,109,10909,4Year,1,N2,N2,B73XMo17,NREC01,2021MOB:1548-53,3217,8,15,1,10909
2023_Rotational Plots,2023,109,10910,4Year,1,N2,N2,B73xPHZ51,NREC03,2021MOB:1564-69,3216,8,19,1,10910
2023_Rotational Plots,2023,109,10911,4Year,1,N2,N2,Z031E0047xPH207,NREC12,2021MOB:1636-41,3221,9,3,1,10911
2023_Rotational Plots,2023,109,10912,4Year,1,N2,N2,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3222,9,7,1,10912
2023_Rotational Plots,2023,109,10913,4Year,1,N2,N2,PH5141,CHECK7,Prairie Hyb,3223,9,11,1,10913
2023_Rotational Plots,2023,109,10914,4Year,1,N2,N2,Z031E0021xPH207,NREC08,2021MOB:1604-09,3224,9,15,1,10914
2023_Rotational Plots,2023,109,10915,4Year,1,N2,N2,BR64K93,CHECK4,Blue River Hybrid,3225,9,19,1,10915
2023_Rotational Plots,2023,210,21001,4Year,2,N2,N2,B73xPHZ51,NREC03,2021MOB:1564-69,3226,1,3,1,21001
2023_Rotational Plots,2023,210,21002,4Year,2,N2,N2,PH5141,CHECK7,Prairie Hyb,3227,1,7,1,21002
2023_Rotational Plots,2023,210,21003,4Year,2,N2,N2,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3228,1,11,1,21003
2023_Rotational Plots,2023,210,21004,4Year,2,N2,N2,Z031E0047xMo17,NREC09,2021MOB:1612-17,3229,1,15,1,21004
2023_Rotational Plots,2023,210,21005,4Year,2,N2,N2,B73xPH207,NREC04,2021MOB:1572-77,3230,1,19,1,21005
2023_Rotational Plots,2023,210,21006,4Year,2,N2,N2,PH6878,CHECK5,Prairie Hyb,3235,2,3,1,21006
2023_Rotational Plots,2023,210,21007,4Year,2,N2,N2,Z031E0021xPH207,NREC08,2021MOB:1604-09,3234,2,7,1,21007
2023_Rotational Plots,2023,210,21008,4Year,2,N2,N2,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3233,2,11,1,21008
2023_Rotational Plots,2023,210,21009,4Year,2,N2,N2,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3232,2,15,1,21009
2023_Rotational Plots,2023,210,21010,4Year,2,N2,N2,BR64K93,CHECK4,Blue River Hybrid,3231,2,19,1,21010
2023_Rotational Plots,2023,210,21011,4Year,2,N2,N2,Z031E0021xPHZ51,NREC07,2021MOB:1596,3236,3,3,1,21011
2023_Rotational Plots,2023,210,21012,4Year,2,N2,N2,B73xPHG47,NREC02,2021MOB:1556-61,3237,3,7,1,21012
2023_Rotational Plots,2023,210,21013,4Year,2,N2,N2,B73XMo17,NREC01,2021MOB:1548-53,3238,3,11,1,21013
2023_Rotational Plots,2023,210,21014,4Year,2,N2,N2,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3239,3,15,1,21014
2023_Rotational Plots,2023,210,21015,4Year,2,N2,N2,Z031E0047xPH207,NREC12,2021MOB:1636-41,3240,3,19,1,21015
2023_Rotational Plots,2023,211,21101,4Year,2,N1,N1,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3245,4,3,1,21101
2023_Rotational Plots,2023,211,21102,4Year,2,N1,N1,Z031E0047xMo17,NREC09,2021MOB:1612-17,3244,4,7,1,21102
2023_Rotational Plots,2023,211,21103,4Year,2,N1,N1,PH5141,CHECK7,Prairie Hyb,3243,4,11,1,21103
2023_Rotational Plots,2023,211,21104,4Year,2,N1,N1,B73xPHZ51,NREC03,2021MOB:1564-69,3242,4,15,1,21104
2023_Rotational Plots,2023,211,21105,4Year,2,N1,N1,B73xPHG47,NREC02,2021MOB:1556-61,3241,4,19,1,21105
2023_Rotational Plots,2023,211,21106,4Year,2,N1,N1,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3246,5,3,1,21106
2023_Rotational Plots,2023,211,21107,4Year,2,N1,N1,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3247,5,7,1,21107
2023_Rotational Plots,2023,211,21108,4Year,2,N1,N1,Z031E0047xPH207,NREC12,2021MOB:1636-41,3248,5,11,1,21108
2023_Rotational Plots,2023,211,21109,4Year,2,N1,N1,B73xPH207,NREC04,2021MOB:1572-77,3249,5,15,1,21109
2023_Rotational Plots,2023,211,21110,4Year,2,N1,N1,BR64K93,CHECK4,Blue River Hybrid,3250,5,19,1,21110
2023_Rotational Plots,2023,211,21111,4Year,2,N1,N1,Z031E0021xPHZ51,NREC07,2021MOB:1596,3255,6,3,1,21111
2023_Rotational Plots,2023,211,21112,4Year,2,N1,N1,Z031E0021xPH207,NREC08,2021MOB:1604-09,3254,6,7,1,21112
2023_Rotational Plots,2023,211,21113,4Year,2,N1,N1,B73XMo17,NREC01,2021MOB:1548-53,3253,6,11,1,21113
2023_Rotational Plots,2023,211,21114,4Year,2,N1,N1,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3252,6,15,1,21114
2023_Rotational Plots,2023,211,21115,4Year,2,N1,N1,PH6878,CHECK5,Prairie Hyb,3251,6,19,1,21115
2023_Rotational Plots,2023,212,21201,4Year,2,N3,N3,B73xPH207,NREC04,2021MOB:1572-77,3256,7,3,1,21201
2023_Rotational Plots,2023,212,21202,4Year,2,N3,N3,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3257,7,7,1,21202
2023_Rotational Plots,2023,212,21203,4Year,2,N3,N3,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3258,7,11,1,21203
2023_Rotational Plots,2023,212,21204,4Year,2,N3,N3,B73xPHZ51,NREC03,2021MOB:1564-69,3259,7,15,1,21204
2023_Rotational Plots,2023,212,21205,4Year,2,N3,N3,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3260,7,19,1,21205
2023_Rotational Plots,2023,212,21206,4Year,2,N3,N3,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3265,8,3,1,21206
2023_Rotational Plots,2023,212,21207,4Year,2,N3,N3,BR64K93,CHECK4,Blue River Hybrid,3264,8,7,1,21207
2023_Rotational Plots,2023,212,21208,4Year,2,N3,N3,PH5141,CHECK7,Prairie Hyb,3263,8,11,1,21208
2023_Rotational Plots,2023,212,21209,4Year,2,N3,N3,PH6878,CHECK5,Prairie Hyb,3262,8,15,1,21209
2023_Rotational Plots,2023,212,21210,4Year,2,N3,N3,Z031E0021xPHZ51,NREC07,2021MOB:1596,3261,8,19,1,21210
2023_Rotational Plots,2023,212,21211,4Year,2,N3,N3,B73xPHG47,NREC02,2021MOB:1556-61,3266,9,3,1,21211
2023_Rotational Plots,2023,212,21212,4Year,2,N3,N3,B73XMo17,NREC01,2021MOB:1548-53,3267,9,7,1,21212
2023_Rotational Plots,2023,212,21213,4Year,2,N3,N3,Z031E0047xPH207,NREC12,2021MOB:1636-41,3268,9,11,1,21213
2023_Rotational Plots,2023,212,21214,4Year,2,N3,N3,Z031E0021xPH207,NREC08,2021MOB:1604-09,3269,9,15,1,21214
2023_Rotational Plots,2023,212,21215,4Year,2,N3,N3,Z031E0047xMo17,NREC09,2021MOB:1612-17,3270,9,19,1,21215
2023_Rotational Plots,2023,311,31101,4Year,3,N3,N3,Z031E0047xMo17,NREC09,2021MOB:1612-17,3290,4,3,1,31101
2023_Rotational Plots,2023,311,31102,4Year,3,N3,N3,B73xPH207,NREC04,2021MOB:1572-77,3289,4,7,1,31102
2023_Rotational Plots,2023,311,31103,4Year,3,N3,N3,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3288,4,11,1,31103
2023_Rotational Plots,2023,311,31104,4Year,3,N3,N3,Z031E0021xMo17,NREC05,2021MOB:1580-85,3287,4,15,1,31104
2023_Rotational Plots,2023,311,31105,4Year,3,N3,N3,PH5141,CHECK7,Prairie Hyb,3286,4,19,1,31105
2023_Rotational Plots,2023,311,31106,4Year,3,N3,N3,BR64K93,CHECK4,Blue River Hybrid,3291,5,3,1,31106
2023_Rotational Plots,2023,311,31107,4Year,3,N3,N3,Z031E0021xPHZ51,NREC07,2021MOB:1596,3292,5,7,1,31107
2023_Rotational Plots,2023,311,31108,4Year,3,N3,N3,B73XMo17,NREC01,2021MOB:1548-53,3293,5,11,1,31108
2023_Rotational Plots,2023,311,31109,4Year,3,N3,N3,B73xPHZ51,NREC03,2021MOB:1564-69,3294,5,15,1,31109
2023_Rotational Plots,2023,311,31110,4Year,3,N3,N3,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3295,5,19,1,31110
2023_Rotational Plots,2023,311,31111,4Year,3,N3,N3,Z031E0047xPH207,NREC12,2021MOB:1636-41,3300,6,3,1,31111
2023_Rotational Plots,2023,311,31112,4Year,3,N3,N3,Z031E0021xPH207,NREC08,2021MOB:1604-09,3299,6,7,1,31112
2023_Rotational Plots,2023,311,31113,4Year,3,N3,N3,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3298,6,11,1,31113
2023_Rotational Plots,2023,311,31114,4Year,3,N3,N3,B73xPHG47,NREC02,2021MOB:1556-61,3297,6,15,1,31114
2023_Rotational Plots,2023,311,31115,4Year,3,N3,N3,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3296,6,19,1,31115
2023_Rotational Plots,2023,413,41301,4Year,4,N1,N1,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3316,1,3,1,41301
2023_Rotational Plots,2023,413,41302,4Year,4,N1,N1,Z031E0047xPH207,NREC12,2021MOB:1636-41,3317,1,7,1,41302
2023_Rotational Plots,2023,413,41303,4Year,4,N1,N1,Z031E0047xMo17,NREC09,2021MOB:1612-17,3318,1,11,1,41303
2023_Rotational Plots,2023,413,41304,4Year,4,N1,N1,B73xPHZ51,NREC03,2021MOB:1564-69,3319,1,15,1,41304
2023_Rotational Plots,2023,413,41305,4Year,4,N1,N1,Z031E0021xPH207,NREC08,2021MOB:1604-09,3320,1,19,1,41305
2023_Rotational Plots,2023,413,41306,4Year,4,N1,N1,B73xPHG47,NREC02,2021MOB:1556-61,3325,2,3,1,41306
2023_Rotational Plots,2023,413,41307,4Year,4,N1,N1,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3324,2,7,1,41307
2023_Rotational Plots,2023,413,41308,4Year,4,N1,N1,B73xPH207,NREC04,2021MOB:1572-77,3323,2,11,1,41308
2023_Rotational Plots,2023,413,41309,4Year,4,N1,N1,B73XMo17,NREC01,2021MOB:1548-53,3322,2,15,1,41309
2023_Rotational Plots,2023,413,41310,4Year,4,N1,N1,Z031E0021xPHZ51,NREC07,2021MOB:1596,3321,2,19,1,41310
2023_Rotational Plots,2023,413,41311,4Year,4,N1,N1,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3326,3,3,1,41311
2023_Rotational Plots,2023,413,41312,4Year,4,N1,N1,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3327,3,7,1,41312
2023_Rotational Plots,2023,413,41313,4Year,4,N1,N1,PH5141,CHECK7,Prairie Hyb,3328,3,11,1,41313
2023_Rotational Plots,2023,413,41314,4Year,4,N1,N1,BR64K93,CHECK4,Blue River Hybrid,3329,3,15,1,41314
2023_Rotational Plots,2023,413,41315,4Year,4,N1,N1,Z031E0021xMo17,NREC05,2021MOB:1580-85,3330,3,19,1,41315
2023_Rotational Plots,2023,414,41401,4Year,4,N2,N2,Z031E0021xPHZ51,NREC07,2021MOB:1596,3335,4,3,1,41401
2023_Rotational Plots,2023,414,41402,4Year,4,N2,N2,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3334,4,7,1,41402
2023_Rotational Plots,2023,414,41403,4Year,4,N2,N2,B73XMo17,NREC01,2021MOB:1548-53,3333,4,11,1,41403
2023_Rotational Plots,2023,414,41404,4Year,4,N2,N2,PH5141,CHECK7,Prairie Hyb,3332,4,15,1,41404
2023_Rotational Plots,2023,414,41405,4Year,4,N2,N2,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3331,4,19,1,41405
2023_Rotational Plots,2023,414,41406,4Year,4,N2,N2,Z031E0021xMo17,NREC05,2021MOB:1580-85,3336,5,3,1,41406
2023_Rotational Plots,2023,414,41407,4Year,4,N2,N2,Z031E0047xMo17,NREC09,2021MOB:1612-17,3337,5,7,1,41407
2023_Rotational Plots,2023,414,41408,4Year,4,N2,N2,Z031E0021xPH207,NREC08,2021MOB:1604-09,3338,5,11,1,41408
2023_Rotational Plots,2023,414,41409,4Year,4,N2,N2,Z031E0047xPH207,NREC12,2021MOB:1636-41,3339,5,15,1,41409
2023_Rotational Plots,2023,414,41410,4Year,4,N2,N2,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3340,5,19,1,41410
2023_Rotational Plots,2023,414,41411,4Year,4,N2,N2,B73xPHG47,NREC02,2021MOB:1556-61,3345,6,3,1,41411
2023_Rotational Plots,2023,414,41412,4Year,4,N2,N2,BR64K93,CHECK4,Blue River Hybrid,3344,6,7,1,41412
2023_Rotational Plots,2023,414,41413,4Year,4,N2,N2,B73xPH207,NREC04,2021MOB:1572-77,3343,6,11,1,41413
2023_Rotational Plots,2023,414,41414,4Year,4,N2,N2,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3342,6,15,1,41414
2023_Rotational Plots,2023,414,41415,4Year,4,N2,N2,B73xPHZ51,NREC03,2021MOB:1564-69,3341,6,19,1,41415
2023_Rotational Plots,2023,415,41501,4Year,4,N3,N3,Z031E0047xPHG47,NREC10,2021MOB:1620-25,3346,7,3,1,41501
2023_Rotational Plots,2023,415,41502,4Year,4,N3,N3,B73xPHZ51,NREC03,2021MOB:1564-69,3347,7,7,1,41502
2023_Rotational Plots,2023,415,41503,4Year,4,N3,N3,Z031E0021xPH207,NREC08,2021MOB:1604-09,3348,7,11,1,41503
2023_Rotational Plots,2023,415,41504,4Year,4,N3,N3,B73xPHG47,NREC02,2021MOB:1556-61,3349,7,15,1,41504
2023_Rotational Plots,2023,415,41505,4Year,4,N3,N3,Z031E0047xPH207,NREC12,2021MOB:1636-41,3350,7,19,1,41505
2023_Rotational Plots,2023,415,41506,4Year,4,N3,N3,Z031E0047xMo17,NREC09,2021MOB:1612-17,3355,8,3,1,41506
2023_Rotational Plots,2023,415,41507,4Year,4,N3,N3,Z031E0047xPHZ51,NREC11,2021MOB:1628-33,3354,8,7,1,41507
2023_Rotational Plots,2023,415,41508,4Year,4,N3,N3,B73XMo17,NREC01,2021MOB:1548-53,3353,8,11,1,41508
2023_Rotational Plots,2023,415,41509,4Year,4,N3,N3,PHHB9*PHZ51,UIUC4,2021WN_Tuniche_Chile,3352,8,15,1,41509
2023_Rotational Plots,2023,415,41510,4Year,4,N3,N3,B73xPH207,NREC04,2021MOB:1572-77,3351,8,19,1,41510
2023_Rotational Plots,2023,415,41511,4Year,4,N3,N3,Z031E0021xPHG47,NREC06,2021MOB:1588-93,3356,9,3,1,41511
2023_Rotational Plots,2023,415,41512,4Year,4,N3,N3,PH5141,CHECK7,Prairie Hyb,3357,9,7,1,41512
2023_Rotational Plots,2023,415,41513,4Year,4,N3,N3,Z031E0021xPHZ51,NREC07,2021MOB:1596,3358,9,11,1,41513
2023_Rotational Plots,2023,415,41514,4Year,4,N3,N3,BR64K93,CHECK4,Blue River Hybrid,3359,9,15,1,41514
2023_Rotational Plots,2023,415,41515,4Year,4,N3,N3,Z031E0021xMo17,NREC05,2021MOB:1580-85,3360,9,19,1,41515
